file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0059-0003_Interim_Response_Letter_from_FDA_CDER_to_Hospira_I.pdf,d610a8b368a7,pdf,1,FDA-2011-P-0059,2011,petition,"tI'r·.If ~::))' r­, ... Tr ,-), j Food and Drug Administration Rockville MD 20857 JUL 19 2011 201\ JUl20 P 3: Oq . Mark J. Kopulos Product Manager, Global Regulatory Affairs Hospira, Inc. 275 North Field Drive, Dept. 389, Building H2 Lake Forest, IL 60045 Re: Docket No. FDA-2011-P-0059 Dear Mr. Kopulos: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on January 26, 2011. Your petition requests that t…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0059-0004_Citizen_Petition_Approval_Response_Letter_from_FDA.pdf,a4db746927e7,pdf,5,FDA-2011-P-0059,2011,petition,"tl "",tRVICIS. ('Æ.v~,~""~~DEPARTMENT OF HEALTH &. HUMAN SERVICES MAR 2 a 2012Food and Drug Administration Rockvile MD 20857 ""Mark 1. Kopulos Product Manager, Global Regulatory Affairs Hospira, Inc. , 275 North Field Drive Dept. 389, Building H2 Lake Forest, IL 60045 Re: Docket Nos. FDA-2011-P-0059 and FDA-2011-P-0173 Dear Mr. Kopulos: This letter responds to two citizen petitions you submitted dated January 25, 2011, and March 17,2011, in the dockets noted above. In the January 25, 2011, petitio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0064-0001_Barbara_L__Maw__P_C____Citizen_Petition_.pdf,fbbdea409c04,pdf,16,FDA-2011-P-0064,2011,petition,".. /~~ LAW OFFICE ­ BARBARA L. MAw, P.C. 1413 GENTER DRIVE, SUITE 250 PARK CtTY, UTAH 84098 TELEPHONE: (435) 655-3818 FACSIMILE: (435) 655-3575 bmaw@fre700.com www.barbaramawlaw.com S A a.~ sO 1\1\\ J~"" 1 January 20,2011 Margaret A Hamburg, M.D. DIVISION OF DOCKETS MANAGEMENT COMMISSIONER OF FOOD & DRUG ADMINISTRATION DEPARTMENT OF HEALTH & HUMAN SERVICES 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Citizens' Petition to Revoke and/or Vacate the Recall ofDarvon/Darvocet and all Propoxyp…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0064-0016_Acknowledgement_Letter_to_Barbara_L__Maw__P_C_.pdf,e0d2155e9995,pdf,1,FDA-2011-P-0064,2011,petition,", • j.'''''''4·~VIC~ DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service (? ~'<>""""""'••""""u Food and Drug Administration Rockville MD 20857 January 28, 2011 Fll£ COPy Barbara L. Maw, P.C 1413 Center Drive, Suite 250 Park City, Utah 84098 Dear Ms. Maw: Your petition to the Food and Drug Administration to Revoke andlor Vacate the Recall of DarvonlDarvocet and all Propoxyphene Containing Products, was received by this office on 01/28/2011. It was assigned docket number FDA-2011-P-0064-0001/C…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0064-0024_Barbara_L__Maw__P_C____Supplement.pdf,4bb5de713153,pdf,5,FDA-2011-P-0064,2011,petition,"LAW OFFICE BARBARA L. MAW, P.C. 1413 CENTER DRIVE, SUITE 250 PARK CITY, UTAH 84098 TELEPHONE: (435) 655-3818 FACSIMILE: (435) 655-3575 bmaw@fre700.com www.barbaramawlaw.com2011 APR 2 b P 3 : 0 1 April 22 2011 VIA CERTIFIED MAIL/RETURN RECEIPT REQUESTED Margaret A. Hamburg, M.D. DIVISION OF DOCKETS MANAGEMENT COMMISSIONER OF FOOD & DRUG ADMINISTRATION DEPARTMENT OF HEALTH & HUMAN SERVICES 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Supplement to Citizens' Petition to Revoke and/or Vacat…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0064-0034_Interim_Response_to_Barbara_L__Maw__P_C___Letter.pdf,e3e357e8cbe6,pdf,1,FDA-2011-P-0064,2011,petition,"(""~ DEPARTMENT OF HEALTH &. HUMAN SERVICES o<1-'"",""~ Food and Drug Administration Rockvilile MD 20857 JUL 26 2011 Barbara L. Maw, P.C. 11413 Center Drive, Suite 250 2011 JUL28 AII:50 • Park City, Utah 84098 RE: Docket No. FDA-2011-P-0064 Dear Ms. Maw: I am writing to inform you that the Food and Drug Administration (FDA) has not yet completed its response to the issues raised in your citizen petition received by FDA on January 28, 2011. The petition was submitted by you individually ""and as att…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0064-0042_FDA_CDER_to_Barbara_L__Maw__P_C____Petition_Denial.pdf,f5f83b41eb0f,pdf,22,FDA-2011-P-0064,2011,petition,"(""""l DEPARTMENT OF HEALTH & HUMAN SERVICESl:yii:,,,~ JAN 3 0 2012Food and Drug Administration 10903 New Hampshire Avenue Building #51 Silver Spring, MD 20993 Barbara L. Maw, P.C. 1413 Center Drive, Suite 250 Park City, Utah 84098 Re: Docket No. FDA-2011-P-0064 Dear Ms. Maw: This letter responds to the above-referenced citizen petition (the Petition) dated January 20,2011, and your supplemental submission dated April 26, 2011 (the Petition Supplement). i The Petition asks the Food and Drug Admin…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0078-0001_Ceva_Animal_Health_LLC_CEVA_Sante_Animale_Citizen_.pdf,012499a0a92e,pdf,4,FDA-2011-P-0078,2011,petition,"Dominique Thibaud, DVM Director, Development & Pharmaceutical Regulatory Affairs Ceva Animal Health, LLC 8906 Rosehill Road Lenexa, KS 66215 Tel' 913·754·7662A II' AiG 913·894·0236201 I FEB -W • 'lm~il: dominiQue.thibaud@ceva.com Division of Dockets Management (HFA-305) Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, rm. 1061 Rockville, MD 20852 February 2, 2011 SUITABILITY PETITION This petition is submitted, in quadruplicate, pursuant to 21 CFR §10.30 a…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0078-0003_Acknowledgement_Letter_to_Ceva_Animal_Health__LLC_.pdf,a794016489a2,pdf,1,FDA-2011-P-0078,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 February 4, 2011 Dominique Thibaud, DVM Director of Development and Pharmaceutical Regulatory Affairs fILE COpyCeva Animal Health, LLC. 8901 Rosehill Road Lenexa, KS 66215 Dear Dr. Thibaud: Your petition to the Food and Drug Administration submitted on behalf of CEVA Sante Animale, requesting the filing of meloxicam oral suspension be submitted as an abbreviated new animal drug applicatio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0078-0004_FDA_CVM_to_Ceva_Animal_Health_LLC___Petition_Denia.pdf,27b3c6a50983,pdf,2,FDA-2011-P-0078,2011,petition,""" SEttY/Cfr ~ (' DEPARTMENT OF HEALTH /I>. HUMAN SERVICES "".::::z~ Food and Drug Administration Rockville MD 20857 20\\ ""~~ 23 A 10: 02 MAY 18 2011-FDA 20 11-P-0078-000 lICP Ceva Animal Health, LLC Attention: Dr. Dominique Thibaud Director, Development & Pharmaceutical Regulatory Affairs 8906 Rosehill Road Lenexa, KS 66215 Re: Suitability Petition Request Dear Dr. Thibaud: We deny your suitability petition (FDA 2011-P-0078-000llCP) dated February 2, 2011. In this petition you requested permissi…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0001_Armenpharm__Ltd____Citizen_Petition.pdf,4f91cc309bc9,pdf,5,FDA-2011-P-0081,2011,petition,",eA rmenpharm, Ltd. .--Armenpharm, Ltd. 49 South Ridge Road, P.O. Box D1400 Pomona, NY 10970 2011 FEBTeletehotie: 8,45-354-7077 • Fax: 845-354-2808 inroaarrAIDM;-nikEln February 7, 2011 Division of Dockets Management Food and Drug Administration 5630 Fishers Lane Room 1061, HFA-305 Rockville, Maryland 20852 Subject: Citizen Petition ANDA: 060851, Chloramphenicol Capsules USP, 250 mg Dear Sir/Madam: The undersigned submits this Citizen Petition under Section 505(j)(2)(C) of the Federal Food, Dru…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0008_Acknowledgement_Letter_to_Armenpharm__Ltd__.pdf,bc30d06ade12,pdf,1,FDA-2011-P-0081,2011,petition,"Public Health Service Food and Drug Administration Rockville MD 20857 DEPARTMENT OF HEALTH & HUMAN SERVICES N4vo, FILE COPY February 8, 2011 Arthur P. Bedrosian, President Armenpharm, Ltd. 49 South Ridge Road P.O. Box D1400 Pomona, NY 10970 Dear Mr. Bedrosian: Your petition to the Food and Drug Administration to determine whether Chloramphenicol Capsules 250 mg was withdrawn from sale for reasons other than safety or effectiveness and grant permission to relist application number A060851, was r…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0009_Armenpharm__Ltd____Supplement.pdf,7d6e8e241dfc,pdf,3,FDA-2011-P-0081,2011,petition,"Armenpharm, Ltd.Armenpharm, Ltd. 49 South Ridge Road, P.O. Box D1400 Pomona, NY 10970 Telephone: 845-354-7077 • Fax: 845-354-2808 info(@armenDharm.com 2011 APR 1 8 A 11: 214 April 15, 2011 Division of Dockets Management Food and Drug Administration 5630 Fishers Lane Room 1061, HFA-305 Rockville, Maryland 20852 Subject: Citizen Petition, Supplement Chloramphenicol Capsules USP, 250 mg Dear Sir/Madam: Armenpharm, Ltd. submits this supplement to the Citizen Petition submitted on February 7, 2011. …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0010_Determinations_that_Drugs_Were_Withdrawn_from_Sale.pdf,246fbd9fedf5,pdf,2,FDA-2011-P-0081,2011,petition,"41412 Federal Register / Vol. 77, No. 135 / Friday, July 13, 2012 / Notices drug product is equivalent to withdrawing the drug from sale. Lachman Consultant Services, Inc., submitted a citizen petition dated March 14, 2012 (Docket No. FDA–2012– P–0271), under 21 CFR 10.30, requesting that the Agency determine whether TOPOTECAN INJECTION (topotecan hydrochloride) 1 mg (base)/ 1 mL, 3 mg (base)/3 mL, 4 mg (base)/4 mL, was withdrawn from sale for reasons of safety or effectiveness. After consideri…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0011_Agency_Response_to_Armenpharm_Ltd.pdf,17cd0d948389,pdf,3,FDA-2011-P-0081,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration 10903 New Hampshire Avenue Building #51 Silver Spring, MD 20993 JUL 13 2012 I 3q Arthur P. Bedrosian President Armenpharm, Ltd. 49 South Ridge Road P.O. Box D1400 Pomona, NY 10970 Re: Docket No. FDA-2011-P-0081 Dear Mr. Bedrosian: This letter responds to your citizen petition received on February 8, 2011, requesting that that the Food and Drug Administration (FDA) determine whether Chloromycetin (Chloramphenicol) Capsules, 250 M…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0012_Notice_of_Approval_Suspension_for_ANDA_060851.pdf,dfa89ba2a2e7,pdf,5,FDA-2011-P-0081,2011,other,"DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration Silver Spring , MD 2 0993 ANDA 060851 Arthur P. Bedrosian, President Armenpharm, Ltd. 49 South Ridge Road P.O. Box D1400 Pomona, NY 10970 December 3, 2015 Docket No. FDA -2011 -P-0081 Dear Mr. Bedrosian: This letter references the abbreviated new drug application (ANDA) 060851 of Armenpharm, Ltd. (Armenpharm), for chloramphenicol capsules, 250 milligrams (mg). The Food and Drug Administration (FDA or the Agency) approve d this A…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0014_Response_to_CDER_for_Suspension_of_ANDA_Approval_f.pdf,6aaf74b9fe2a,pdf,7,FDA-2011-P-0081,2011,response/decision,"December 17, 2015 Armenpharm, Ltd. 49 South Ridge Road, P.O. Box 01400 Pomona, NY I 0970 Telephone: 845-354-7077 • Fax: 845-354-2808 info@armenpharm.com 8 7 0 9 15 DEC 18 A11 ;15 VIA OVERNIGHT MAIL and http://www.regulation s.gov Division of Dockets Management (HF A-305) Food and Drug Administration 5630 Fishers Lane, Room I 061 Rockville, MD 20852 ANDA: Docket: Subject: Product: 060851 FDA-2011 -P-0081 Suspension of ANDA Approval- Request for Reconsideration Chloramphenicol Capsules USP, 250 m…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0015_Acknowledgement_Letter_from_FDA_DDM_to_Armenpharm_.pdf,2122e7592eff,pdf,1,FDA-2011-P-0081,2011,petition,"DEPARTMENT OF HEALTH AND HUMAN SERVICES ___________________________________________________________________________________________________ ______ Food and Drug Administration Silver Spring , MD 20 993 12/23/2015 Arthur P. Bedrosian, President Armenpharm, Ltd. 49 South Ridge Road, P.O. Box D1400 Pomona, NY 10970 Via email to: apbedrosian@yahoo.com Dear Petitioner: Your request for reconsideration to the FDA requesting that the FDA consider not just whether the original NDA for Chloramphenicol C…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0021_Armenpharm__Ltd___Suspension_of_Approval_of_an_Abb.pdf,89798e25efc3,pdf,3,FDA-2011-P-0081,2011,comment,"64914 Federal Register / Vol. 81, No. 183 / Wednesday, September 21, 2016 / Notices comments to public dockets, see 80 FR 56469, September 18, 2015, or access the information at: http://www.fda.gov/ regulatoryinformation/dockets/ default.htm. Docket: For access to the docket to read background documents or the electronic and written/paper comments received, go to http://www.regulations.gov and insert the docket number, found in brackets in the heading of this document, into the ‘‘Search’’ box a…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0081-0022_Withdrawal_from_Armenpharm_Ltd.pdf,7aa9c434d0bf,pdf,2,FDA-2011-P-0081,2011,other,"March 17, 2016 VIA http://www.regulations.gov Division ofDockets Management (HFA-305) Food and Dmg Administration 563 0 Fishers Lane, Room 1 061 Rockville, MD 20852 ANDA: Docket: 060851 FDA-2011-P-0081 Armenpha rm, Ltd. 49 South Ridge Road, P.O. Box 01400 Pomona, NY I 0970 Telephone: 845-354-7077 • Fax: 845-354-2808 info@armenpharm.com Subject: Product: Suspension of ANDA Approval -Withdraw of Hearing Request Chloramphenicol Capsules USP, 250 mg Dear Sir/Madam: Reference is made to the Request …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0083-0001_Pharmacists_Planning_Services__Inc___PPSI____Citiz.pdf,b2c435fa4d1c,pdf,3,FDA-2011-P-0083,2011,petition,"purm:cists PJnnirg servce ire. 101 Lucas Valley Road, Suite 384 San Rafael, California 94903 Tel: (415) 479-8628 • Fax: (415) 479-8608 • e-mail: ppsi@aol.com ZOlI FEB -Cl A II: 00 February 3,2011 Documents Management Branch Food and Drug Administration Department of Health and Human Services 5600 Fishers Lane, Room 4-62 Rockville, MD 20852 Re: Citizen's Petition to remove Nonoxynol-9 (N-9) in condoms from USA distribution. The undersigned submits this Petition under Section 21 CFR 10.20 and 21 …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0083-0002_Acknowledgement_Letter_to_Pharmacists_Planning_Ser.pdf,4f811dc68f3a,pdf,1,FDA-2011-P-0083,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COpy February 9, 2011 Frederick S. Mayer, R.Ph., M.P.H. President Pharmacists Planning Services, Inc. 101 Lucas Valley Road, Suite 384 San Rafael, CA 94903 Dear Dr. Mayer: Your petition to the Food and Drug Administration requesting to remove Nonoxynol-9 (N-9) in condoms from USA distribution, was received by this office on 02/09/2011. It was assigned docket number FDA-2011-P-0083-00…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0083-0003_Interim_Response_Letter_from_FDA_CDRH_to_Pharmacis.pdf,70f48a1239a7,pdf,1,FDA-2011-P-0083,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES FrederickS. Mayer, R.Ph, M.P.H. President Pharmacists Planning Services, Inc. 101 Lucas Valley Road, Suite 3 84 San Rafael, CA 94903 JUL 28 2011j Re: Citizen Petition- Docket Number FDA-2011-P-0083 Dear Mr. Mayer: Public Health Service Food and Drug Administration I 0903 New Hampshire Avenue Silver Spring, MD 20993 This is an interim response to your petition dated February 3, 2011, filed by the Food and Drug Administration (FDA) on February 9, 2011. In the…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0083-0004_Withdrawal_from_American_College_of_Apothecaries_R.pdf,fdd6e71180a2,pdf,,FDA-2011-P-0083,2011,other,[PDF parse error: PyCryptodome is required for AES algorithm]
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0086-0001_Johnson___Johnson_Pharmaceutical_Research__LLC____.pdf,1ee3b7d9bd0c,pdf,42,FDA-2011-P-0086,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0086-0002_Acknowledgement_Letter_to_Johnson___Johnson_Pharma.pdf,a7d1dca687df,pdf,1,FDA-2011-P-0086,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 February 10, 2011 Bruce S. Manheim, Jr. Ropes & Gray, LLP One Metro Center, Suite 900 700 12 th Street, N.W. Washington, DC 20005 Dear Mr. Manheim: Your petition submitted behalf of Johnson & Johnson Pharmaceutical Research and Development, L.L.C. requesting the Food and Drug Administration to adopt and apply specific bioequivalence requirements in its review of proposed follow-on version…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0086-0006_Janssen_Research_and_Development_LLC_Supplement.pdf,689160842b52,pdf,2,FDA-2011-P-0086,2011,petition,"Janssen Research & Development, LLC. Global Regulatory Affairs Neuroscience 6 6 0 3 13 ut-L, Janssen PIAARMACEI..VZAL COVPAPIIE P CF fk.fittfC11+4101311 December 10, 2013 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061, HFA-305 Rockville, MD. 20852 Re: Submission of Supplement to Docket No. FDA-2011-P-0086-0001/CP Dear Sir or Madam, The above-referenced Citizen Petition was filed in February 2011 by Johnson & Johns…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0086-0007_Supplement_from_Janssen.pdf,1ae6a5712a1d,pdf,61,FDA-2011-P-0086,2011,petition,"Janssen Research 8r. Development, LLC Global Regulatory Affairs 1125 Trenton-Harbourton Road, P.O. Box 200 Titusville NJ 08560 July 27, 2015 Division ofDockets Management (HFA 305) Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 ~ Janssen T PHARMACEUTICAL COMPANIES OF goe.l\t""OH~g.ot»thOK Re: Second Supplement to Citizen Petition, Docket No. FDA-2011-P-0086-0001/CP Dear Sir or Madam: The above-referenced Citizen Petition was …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0086-0008_Supplement_from_Janssen_Research_and_Development.pdf,7b4640387e53,pdf,11,FDA-2011-P-0086,2011,petition,"Janssen Research & Development, LLC . February 25, 2016 Division of Dockets Management (HFA 305) Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Third Supplement to Citizen Petition, Docket No. FDA -2011 -P-0086- 0001/CP Dear Sir or Madam: As background, the above -referenced Citizen Petition was filed in February 2011 by Janssen Research & Development, LLC (“J anssen ”), a company in the Janssen Pharmaceutical Companies …"
